========================================
RISC-V TSO Memory Model Test
========================================
Test: Store_Buffering_Evolved
Iterations: 200
========================================


=== Memory Trace (TSO) - Sorted by Timestamp ===
timestamp,seq_id,core_id,type,address,value,po_index
TRACE:4388098906745798,209,0,READ,0x7cdd0,1,209
TRACE:4388098906787288,210,1,WRITE,0x7cdd0,1,210
TRACE:4388098906787738,211,1,FENCE,0x0,0,211
TRACE:4388098906787940,212,1,READ,0x7cd90,1,212
TRACE:4388098906822590,210,0,WRITE,0x7cd90,1,210
TRACE:4388098906823153,211,0,FENCE,0x0,0,211
TRACE:4388098906823378,212,0,READ,0x7cdd0,1,212
TRACE:4388098906857420,213,1,WRITE,0x7cdd0,1,213
TRACE:4388098906857825,214,1,FENCE,0x0,0,214
TRACE:4388098906858028,215,1,READ,0x7cd90,1,215
TRACE:4388098906874228,213,0,WRITE,0x7cd90,1,213
TRACE:4388098906874565,214,0,FENCE,0x0,0,214
TRACE:4388098906874790,215,0,READ,0x7cdd0,1,215
TRACE:4388098906905210,216,1,WRITE,0x7cdd0,1,216
TRACE:4388098906905435,217,1,FENCE,0x0,0,217
TRACE:4388098906905570,218,1,READ,0x7cd90,1,218
TRACE:4388098906917675,216,0,WRITE,0x7cd90,1,216
